"Código","Concurso","Área ","Título","Director General"
"ID14I10110","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","PESCA Y ACUICULTURA","MEJORAMIENTO Y DESARROLLO BIOTECNOLOGICO DE LA PRODUCCION DE LA MICROALGA CHLOROFITA LIKE MURIELLOP SIS SP PARA LA OBTENCION DE COMPUESTOS ANTIOXIDANTES EN EL NORTE DE CHILE.","CARLOS RIQUELME SALAMANCA"
"ID14I10124","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","MANUFACTURA","PRODUCCION DE NANOTUBOS DE CARBONO A PARTIR DE RESIDUOS PLASTICOS Y ENERGIA SOLAR","EDGAR MOSQUERA VARGAS"
"ID14I10125","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","PESCA Y ACUICULTURA","MEJORAMIENTO DEL ESTATUS NUTRICIONAL EN LARVAS DE SERIOLA LALANDI UTILIZANDO NUEVOS ENRIQUECEDORES PARA ALIMENTOS VIVOS Y MICRODIETAS INERTES: EFECTO DE ACIDOS GRASOS ESENCIALES SOBRE INDICADORES PRO DUCTIVOS Y NIVEL DE DEFORMIDADES CRANEALES Y DE COLUMNA","HERMAN DANTAGNAN DANTAGNAN"
"ID14I10127","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","PESCA Y ACUICULTURA","TECNICAS DE MICROPROPAGACION Y CRIOPRESERVACION PARA ALGAS DE IMPORTANCIA COMERCIAL EN EL SUR DE CHI LE","MARIA PIEL WESTERMEYER"
"CA13I10140","II CONCURSO CIENCIA APLICADA FONDEF  2013","AGROPECUARIA","DESARROLLO Y EVALUACIóN DE UN PRODUCTO BIOESTIMULANTE EN BASE A COMPUESTOS NATURALES QUE POTENCIEN L A RESPUESTA INMUNOLóGICA DE LA ABEJA APIS MELLIFERA PARA EL CONTROL DE NOSEMA CERANAE.","XIMENA ARANEDA DURAN"
"ID14I10129","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","DISEÑO DE UN METODO PARA MIGRAR LA OPERACION DE LAS REDES OPTICAS DESDE SU ACTUAL FUNCIONAMIENTO ES TATICO A UN FUNCIONAMIENTO DINAMICO","REINALDO VALLEJOS CAMPOS"
"ID14I10130","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","ENERGIA Y AGUAS","BIOPURIFICACION DE AIRE DE INTERIORES: MEJORA DE LA SALUD, BIENESTAR Y PRODUCTIVIDAD","ALBERTO VERGARA FERNANDEZ"
"ID14I10139","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","EDUCACION Y CIENCIAS SOCIALES","PROTOTIPO Y VALIDACION DE UNA PLATAFORMA VIRTUAL DE EVALUACION DE COMPETENCIAS DIRECTIVAS DE LIDERAZ GO INSTRUCCIONAL PARA CONTEXTOS ESCOLARES BASADO EN METODOS DE ANALISIS DE DESEMPEÑO DIRECTIVO","PAULO VOLANTE BEACH"
"ID15I10523","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","AGROPECUARIA","DESARROLLO Y EVALUACIóN DE EXTRACTOS FUNCIONALES CON PROPIEDADES CELULARES ANTIOXIDANTES, DE OSMORE GULACIóN Y DE PROTECCIóN UV, MEDIANTE FRACCIONAMIENTO CON PROCESOS DE MEMBRANA DE LOS RESIDUOS DE LA INDUSTRIA CONSERVERA DE MARISCOS","XIMENA ROMO MARTY"
"ID14I10151","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","MINERIA","DESARROLLO DE UN ESTABILIZADOR DE MATERIAL PARTICULADO CON CAPACIDAD MEJORADORA DE SUELOS, EN BASE A COSTRAS BIOLOGICAS","CLAUDIA ORTIZ CALDERON"
"ID14I10187","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","INFRAESTRUCTURA","COLECCIONES DE REFERENCIA PARA EL PATRIMONIO CONSTRUIDO   IDENTIFICACION MICROESTRUCTURAL DE MATERI ALES Y MACROESTRUCTURAL DE SISTEMAS CONSTRUCTIVOS PATRIMONIALES","PATRICIA MARTINEZ RAMIREZ"
"IT14I10102","III CONCURSO DE INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","AGROPECUARIA","DESARROLLO EVALUACIóN Y ESCALAMIENTO A NIVEL PRE-INDUSTRIAL DE UNA NUEVA FORMULACIóN NATURAL A BASE DE LíPIDOS COMPLEJOS PARA EL CONTROL DE ESCALDADO SUPERFICIAL EN MANZANAS Y PERAS DE EXPORTACIóN","CAROLINA TORRES DEL CAMPO"
"ID14I10199","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","PESCA Y ACUICULTURA","SELECCION DE REPRODUCTORES DE BACALAO DEL ATLANTICO (GADUS MORHUA) CON UNA AMPLIA DIVERSIDAD GENETIC A PARA PRODUCCION LARVARIA EN CHILE","CRISTIAN ARANEDA TOLOSA"
"IT13I20021","II CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","AGROPECUARIA","DESARROLLO DE UNA VACUNA ORAL CONTRA CIRCOVIRUS PORCINO EN BASE A MICROENCAPSULACIÓN DE ANTÍGENOS VL PS CON QUITOSANO FUNCIONALIZADO CON PROPIEDADES MUCOADHESIVAS","SERGIO BUCAREY VIVANCO"
"ID14I10208","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","INFRAESTRUCTURA","DESARROLLO DE UNA HERRAMIENTA COMPUTACIONAL PARA EL DISEÑO Y EVALUACION DE CONJUNTOS URBANOS RESIDEN CIALES EN BASE A CRITERIOS URBANISTICOS, DE EFICIENCIA ENERGETICA, CICLO DE VIDA Y SOSTENIBILIDAD","Luis Merino Quilodran"
"ID14I10219","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","MANUFACTURA","DESARROLLO DE UN PROCESO DE SINTESIS DE POLICAPROLACTONA A PARTIR DE CICLOHEXANONA COMBINANDO DOS RE ACCIONES BIOCATALITICAS MEDIANTE EL USO DE DIOXIDO DE CARBONO SUPERCRITICO","LORETO PARRA ATALA"
"ID14I10231","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","MANUFACTURA","PROCEDIMIENTO PARA ESTERILIZACION CON CALOR POR RADIOFRECUENCIA DE MADERAS DE PINO RADIATA PARA EMBA LAJES DE EXPORTACION","RUBEN ANANIAS ABUTER"
"ID15I10129","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","AGROPECUARIA","DESARROLLO DE UNA TERAPIA EXPERIMENTAL ALOGéNICA BASADA EN CéLULAS MADRE MESENQUIMáTICAS PARA EL TRA TAMIENTO DE LA MASTITIS BOVINA.","OSCAR PERALTA TROCOSO"
"ID14I10236","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","SALUD","DESARROLLO DE UNA TERAPIA NEUROTROFICA PARA LA HIDROCEFALIA CONGENITA BASADA EN EL USO DE CELULAS EN CAPSULADAS DE ORGANO SUBCOMISURAL","MARIA GUERRA MARTIN"
"ID14I10242","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","FORESTAL","DESARROLLO DE UN SISTEMA DE SELECCION GENOMICA EN HIBRIDOS DE ALAMO. UNA PRUEBA DE CONCEPTO PARA PRO GRAMAS DE MEJORAMIENTO GENETICO EN CHILE","FRANCISCO ZAMUDIO ARANCIBIA"
"ID14I10250","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","MINERIA","DESARROLLO DE PRODUCTOS DERIVADOS DE LIGNINA PARA APLICACIONES EN LA INDUSTRIA MINERA","REGIS TEIXEIRA MENDONCA"
"ID14I10274","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","EDUCACION Y CIENCIAS SOCIALES","SISTEMA COLABORATIVO DE ANALISIS Y SOLUCION DE PROBLEMAS DE INTERACCION PROFESOR ALUMNO PARA FORMACI ON INICIAL DOCENTE","CHRISTIAN LABBÉ BARRIENTOS"
"ID14I10293","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","PESCA Y ACUICULTURA","PRODUCCION MASIVA DE LARVAS Y JUVENILES DE BACALAO DE PROFUNDIDAD EN SISTEMAS DE CULTIVO.","ALBERTO REYES CAMPOS"
"ID14I10309","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","INFRAESTRUCTURA","INVESTIGACION Y DESARROLLO DE MODELOS PARA CUANTIFICAR Y MITIGAR EL RIESGO DE EVENTOS NATURALES EN L A RED VIAL NACIONAL","MARCELA CHAMORRO GINE"
"ID14I10106","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","AGROPECUARIA","DESARROLLO DE UNA PLATAFORMA DE FENOTIPEO QUE PERMITA BAJAR COSTOS Y ACELERAR LA LIBERACION DE CULTI VARES EN LOS PROGRAMAS DE MEJORAMIENTO GENETICO","GUSTAVO LOBOS PRATS"
"CA13I10035","II CONCURSO CIENCIA APLICADA FONDEF  2013","AGROPECUARIA","DESARROLLO DE UNA HERRAMIENTA EFICAZ DE CONTROL BIOLóGICO CON EFECTO PROTECTOR ELICITOR CONTRA INFEC CIONES CAUSADAS POR BOTRYOSPHAERIA SPP. EN VITIS VINIFERA","JAIME MONTEALEGRE ANDRADE"
"ID14I10338","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","EDUCACION Y CIENCIAS SOCIALES","ESTRATEGIAS DE DESARROLLO PROFESIONAL: PROFESORES DE ENSEÑANZA BASICA, HABILIDADES MATEMATICAS Y CLA SES DE MATEMATICA","PATRICIO FELMER AICHELE"
"ID14I10343","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","PESCA Y ACUICULTURA","DESARROLLO DE UNA TECNICA DE PROPAGACION VEGETATIVA MIXTA DE CHICOREA DE MAR (CHONDRACANTHUS CHAMISS OI), A TRAVES DE FRAGMENTACION Y FORMACION DE DISCOS DE FIJACION SECUNDARIA.","JUAN MACCHIAVELLO ARMENGOL"
"IT16I10006","V CONCURSO DE INVESTIGACIÓN TECNOLÓGICA DEL FONDO DE FOMENTO AL DESARROLLO CIENTÍFICO Y TECNOLÓGICO,","AGROPECUARIA","DESARROLLO DE UNA BIOFORMULACIÓN CON PROPIEDADES DE EFECTO ELICITOR Y PROMOTOR DE CRECIMIENTO PARA E L CONTROL DE DIPLODIA SERIATA EN VID","JAIME MONTEALEGRE ANDRADE"
"ID14I10364","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","MANUFACTURA","METODOS MULTIESPECTRALES PARA LA DETECCION DE DEFECTOS Y CONTROL AUTOMATICO DE CALIDAD EN LA INDUSTR IA DE LA MADERA","CRISTHIAN AGUILERA CARRASCO"
"CA12I10039","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","AGROPECUARIA","DESARROLLO DE UN PROTOTIPO DE VACUNA MICROENCAPSULADA DE EFECTO PROLONGADO, CONTRA ANTIGENOS DE Cl. CHAUVOEI Y CL. HAEMOLYTICUM, COMO MODELO DE SISTEMA DE PRODUCCIÓN DE VACUNAS PARA EL SECTOR GANADERO","VICTOR LEYAN MARTÍNEZ"
"ID14I10378","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","INFRAESTRUCTURA","REPRODUCCION ROBOTIZADA DE ELEMENTOS ESTRUCTURALES Y ORNAMENTALES DE GEOMETRIA COMPLEJA PARA LA REST AURACION Y REHABILITACION DEL PATRIMONIO ARQUITECTONICO CHILENO EN MADERA.","Luis Gonzalez Bohme"
"ID14I10379","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","EDUCACION Y CIENCIAS SOCIALES","PERITAJE ANTROPOLOGICO PARA LA DEFENSA PENAL EN CONTEXTOS DE DIVERSIDAD CULTURA","MARCELO BERHO CASTILLO"
"ID14I10384","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","EDUCACION Y CIENCIAS SOCIALES","LITORALES DINAMICOS. MODELO DE SIMULACION DE ESCENARIOS (MSE) PARA LA GESTION EN AREAS LITORALES: E TAPA 1, LABORATORIO TERRITORIAL ESTUARIO DEL RIO MAULLIN","LORENZO ANDRADE DELGADO"
"ID14I10388","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","EDUCACION Y CIENCIAS SOCIALES","DESARROLLO DE TECNOLOGIAS PARA MEJORAR LA EXPERIENCIA DE COMPRA DE LOS CLIENTES EN UN AMBIENTE MULTI CANAL","MARCEL GOIC FIGUEROA"
"ID14I10435","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","INFRAESTRUCTURA","SISTEMATIZACION DE COMPONENTES NO ESTRUCTURALES PARA VIVIENDA DE EMERGENCIA","Miguel Galvez Huerta"
"ID14I10437","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","MINERIA","DESARROLLO DE ELASTOMEROS CON MEJORES PROPIEDADES MECANICAS Y DE RESISTENCIA AL DESGASTE ABRASIVO, M EDIANTE REFORZAMIENTO Y CONTROL DE LA CINETICA DE VULCANIZACION, PARA SU APLICACION EN LA INDUSTRIA MINERA","ALVARO MALDONADO MENDOZA"
"CA13I10166","II CONCURSO CIENCIA APLICADA FONDEF  2013","AGROPECUARIA","DESARROLLO DE UN PROCESO PARA LA OBTENCIÓN DE JUGLONA DESDE RESIDUOS DE INDUSTRIA PROCESADORA DE NUE Z COMÚN","MARIA ZUÑIGA HANSEN"
"ID14I10452","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","ENERGIA Y AGUAS","DESARROLLO DE UN PROTOTIPO DE CELDAS DE COMBUSTIBLE DE OXIDO SOLIDO SOPORTADA SOBRE ANODOS MINI TUBU LARES DE NI GDC, COMO FUENTE DE ENERGIA INDUSTRIALMENTE VIABLE.","MANGALARAJA RAMALINGA VISWANATHAN"
"CA13I10117","II CONCURSO CIENCIA APLICADA FONDEF  2013","AGROPECUARIA","DESARROLLO DE UN NUEVO BACTERICIDA PARA EL CONTROL DE PESTE NEGRA DEL NOGAL (XANTHOMONAS ARBORíCOLA PV. JUGLANDIS) A TRAVéS DE LA UTILIZACIóN DE BACTERIóFAGOS","JAIME ROMERO ORMAZABAL"
"ID16I10272","III CONCURSO IDEA EN DOS ETAPAS 2016","AGROPECUARIA","DESARROLLO DE UN KIT PARA LA DETECCIÓN PRECOZ DEL PLATEADO DE LOS FRUTALES","RENE FRANCE IGLESIAS"
"IT14I10037","III CONCURSO DE INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","PESCA Y ACUICULTURA","DESARROLLO DE UN SISTEMA DE CULTIVO HIBRIDO DE PRODUCCIóN DE BIOMASA MICROALGAL DE CALIDAD .PREMIUM. PARA LA INDUSTRIA ACUíCOLA Y AGRíCOLA UTILIZANDO AGUAS RESIDUALES EN ZONAS COSTERAS DESéRTICAS","CLAUDIA SEPULVEDA VEGA"
"IT14I10044","III CONCURSO DE INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","EDUCACION Y CIENCIAS SOCIALES","APRENDER A LEER JUGANDO: DISEñO Y EVALUACIóN DE ACTIVIDADES LúDICAS BASADAS EN TABLETAS DIGITALES PA RA LA ESTIMULACIóN DEL APRENDIZAJE LECTOR EN NIñOS Y NIñAS CON SíNDROME DE DOWN.","RICARDO ROSAS DIAZ"
"IT14I10055","III CONCURSO DE INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","ENERGIA Y AGUAS","DESARROLLO Y OPTIMIZACIóN DE EQUIPOS PARA LA COMBUSTIóN DE BIOMASA GRANULAR CON BAJAS EMISIONES DE USO DOMICILIARIO","CARLOS TORRES FUCHSLOCHER"
"IT14I10067","III CONCURSO DE INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","PESCA Y ACUICULTURA","PAQUETE TECNOLóGICO PARA PRODUCIR DHA+EPA A PARTIR DE MICROALGAS","XIMENA PETIT-BREUILH SEPULVEDA"
"IT14I10086","III CONCURSO DE INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","ENERGIA Y AGUAS","SISTEMA DE GESTIóN DE RIESGOS AGROCLIMáTICOS PARA LA ADAPTACIóN A NUEVOS ESCENARIOS CLIMáTICOS","FERNANDO SANTIBAÑEZ QUEZADA"
"IT14I10099","III CONCURSO DE INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","EDUCACION Y CIENCIAS SOCIALES","KIMGEN LAB: LABORATORIO VIRTUAL DE RIESGOS NATURALES DE CHILE","FERNANDO PEÑA CORTES"
"IT14I10100","III CONCURSO DE INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","PESCA Y ACUICULTURA","DEVELOPMENT OF AN INTEGRATIVE STRATEGY FOR THE GENETIC IMPROVEMENT OF THE RESISTANCE AGAINST SALMON RICKETTSIAL SYNDROME (PISCIRICKETTSIA SALMONIS) IN SALMONID SPECIES USING MOLECULAR INFORMATION","JOSE YAÑEZ LÓPEZ"
"CA12I10054","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","AGROPECUARIA","DESARROLLO DE UN FUNGICIDA PRODUCIDO A PARTIR DE RESIDUOS DE LA INDUSTRIA VITIVINÍCOLA CONTRA EL HONGO FITOPATÓGENO BOTRYTIS CINEREA","MILENA COTORAS TADIC"
"IT14I10105","III CONCURSO DE INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","PESCA Y ACUICULTURA","DESARROLLO DE LA TECNOLOGíA DE CULTIVO DE DURVILLAEA ANTARCTICA EN HATCHERY Y EVALUACIóN DE TéCNICAS DE REPOBLAMIENTO DE JUVENILES EN áREAS DE MANEJO","ALFONSO GUTIERREZ VENEGAS"
"IT14I10120","III CONCURSO DE INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","EDUCACION Y CIENCIAS SOCIALES","SERVILIZACIóN DEL SISTEMA MAFA PARA JARDINES INFANTILES PúBLICOS DEL TERRITORIO NACIONAL: IMPLEMENTA CIóN DE COMUNIDADES PEDAGóGICAS BASADAS EN EL MODELAMIENTO DEL AMBIENTE FíSICO DE APRENDIZAJE","CYNTHIA ADLERSTEIN GRIMBERG"
"IT14I10126","III CONCURSO DE INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","PESCA Y ACUICULTURA","DESARROLLO TECNOLOGICO EN LA FIJACION Y ASENTAMIENTO DE CARPOSPORAS DE CHONDRACANTHUS CHAMISSOI UN ALGA COMESTIBLE DEL SUR DE CHILE","MARCELA AVILA LAGOS"
"IT14I10132","III CONCURSO DE INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","EDUCACION Y CIENCIAS SOCIALES","EMPAQUETANDO Y TRANSFIRIENDO UN SISTEMA DE MONITOREO DE CONVIVENCIA ESCOLAR AL PROGRAMA DE SISTEMA P UBLICO HABILIDADES PARA LA VIDA DE JUNAEB","VERONICA LOPEZ LEIVA"
"ID15I10014","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","PESCA Y ACUICULTURA","POLYASTAX: POLIPLOIDIZACIóN ARTIFICIAL COMO HERRAMIENTA BIOTECNOLóGICA PARA INCREMENTAR EL RENDIMIEN TO DE ASTAXANTINA DE LA MICROALGA HAEMATOCOCCUS PLUVIALIS","RENE LE FEUVRE SALAS"
"ID15I10017","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","EDUCACION Y CIENCIAS SOCIALES","CLASES PúBLICAS STEM INTEGRADAS","ROBERTO ARAYA SCHULZ"
"ID14I10192","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","AGROPECUARIA","DESARROLLO DE UN FUNGICIDA NATURAL PARA EL CONTROL DE LA PUDRICION GRIS, BASADO EN METABOLITOS TERMO ESTABLES PRODUCIDOS POR UN HONGO DEL GENERO CLONOSTACHYS.","RUBEN POLANCO OTEÍZA"
"CA13I10282","II CONCURSO CIENCIA APLICADA FONDEF  2013","AGROPECUARIA","DESARROLLO DE UN FITOFáRMACO PARA CONTROL DE NEMATODOS GASTROINTESTINALES EN SISTEMAS DE PRODUCCIóN DE PEQUEñOS RUMIANTES.","CARLOS LUDERS POST"
"ID15I10067","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","EDUCACION Y CIENCIAS SOCIALES","DISEñO Y VALIDACIóN INICIAL DE UNA BATERíA ADAPTATIVA INFORMATIZADA PARA LA EVALUACIóN DE PROCESOS I MPLICADOS EN LA LECTURA Y COMPRENSIóN DE TEXTOS.","DIANA MARTELLA -"
"ID15I10069","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","MANUFACTURA","MEJORAMIENTO DEL RENDIMIENTO, PODER ESPESANTE Y VISCOSIDAD DEL AGAR PROVENIENTE DEL ALGA GRACILARIA CHILENSIS, MEDIANTE NUEVAS APLICACIONES TÉCNOLÓGICAS Y OPTIMIZACIÓN DEL PROCESO DE EXTRACCIÓN","NINON ROJAS BORQUEZ"
"ID15I10080","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","SALUD","PÉPTIDOS AUTOANTIGÉNICOS PRESENTADOS POR CÉLULAS DENDRÍTICAS TOLEROGÉNICAS: UNA TERAPIA PERSONALIZAD A PARA REINSTRUIR EL SISTEMA INMUNE DE PACIENTES CON ARTRITIS REUMATOIDE","JUAN AGUILLON GUTIERREZ"
"ID15I10082","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","EDUCACION Y CIENCIAS SOCIALES","DESARROLLO DE MODELOS PARA LA OPTIMIZACIóN DE LAS ZONAS DE REPARTO DE CORRESPONDENCIA Y PAQUETERíA","Eduardo Álvarez Miranda"
"ID15I10086","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","ENERGIA Y AGUAS",".EQUIPO DE TRATAMIENTO DE AGUAS PARA LA REMOCIóN DE ARSéNICO MEDIANTE NANOMATERIALES Y ENERGíA SOLAR (SOLARSENIC).","ANDREINA GARCIA GONZALEZ"
"ID14I10050","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","AGROPECUARIA","DESARROLLO DE UN BIOMARCADOR EN SANGRE COMO INDICADOR DE LA FUNCION METABOLICA INMUNE EN VACAS LECHE RAS","MARIA HIDALGO GOMEZ"
"ID15I10100","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","PESCA Y ACUICULTURA","DESARROLLO DE UN FITOFARMACO PROMOTOR DE LA CICATRIZACIóN EN PECES","KATHERINA FERNÁNDEZ ELGUETA"
"ID15I10104","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","ENERGIA Y AGUAS","DESARROLLO DE CUBIERTAS VEGETALES DE EDIFICIOS PARA LA MITIGACIóN DE LA CONTAMINACIóN ATMOSFéRICA UR BANA A TRAVéS DE LA CAPTURA DE MATERIAL PARTICULADO EN CLIMA SEMIáRIDO","SERGIO VERA ARAYA"
"ID15I10105","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","MANUFACTURA","PIGMENTOS NATURALES DE ALTO DESEMPEñO: UNA ALTERNATIVA ECOLóGICA EN LA MANUFACTURA DE TELAS DE ALTA CALIDAD","ANGELA MACHUCA HERRERA"
"ID17AL0035","PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA","AGROPECUARIA","DESARROLLO DE UN BIOCONTROLADOR PROBIÓTICO PARA EL MANEJO DEL TIZÓN TARDÍO DE LA PAPA (PHYTOPHTHORA INFESTANS)","ERICA CASTRO INOSTROZA"
"ID15I10132","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","ENERGIA Y AGUAS","GENERACIóN CHP A PEQUEñA ESCALA: MEJORAMIENTO CATALíTICO DE LOS PRODUCTOS DE GASIFICACIóN DE BIOMASA","MAURICIO FLORES RUIZ"
"ID14I10370","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","AGROPECUARIA","DESARROLLO DE UN ADITIVO NATURAL BASADO EN CORTEZA DE PINO PARA EL INCREMENTO DE LA EFICIENCIA NUTRI CIONAL DE RUMIANTES","JORGE AVILA STAGNO"
"ID15I10152","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","ENERGIA Y AGUAS","TAPSOL: TRANSFORMACIóN, ACUMULACIóN Y PRODUCCIóN DE CALOR Y FRíO MEDIANTE ENERGíA SOLAR","VLADIMIR CHIBIZOV CHIBIZOV"
"ID15I10173","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","SALUD","DESARROLLO DE BIOFáRMACO RECOMBINANTE PARA EL TRATAMIENTO DE TUMORES SóLIDOS","OLIBERTO SANCHEZ RAMOS"
"ID15I10178","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","AGROPECUARIA","DESARROLLO DE SOLUCIONES TECNOLóGICAS PARA LA CONSERVACIóN, RECUPERACIóN Y PRODUCCIóN DE RECURSOS GE NéTICOS REQUERIDOS POR EL SECTOR BOVINO DE LECHE","LLERETNY RODRIGUEZ ALVAREZ"
"IT14I10013","III CONCURSO DE INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","AGROPECUARIA","DESARROLLO DE POMOS INTRAMAMARIOS EN BASE A ALOE BARBADENSIS MILLER Y ANTIBIóTICOS DE USO COMúN EN T ERAPIA DE MASTITIS CLíNICA BOVINA QUE PERMITAN DISMINUIR LAS DOSIS LOS PERíODOS DE RESGUARDO Y EL DESARROLLO DE RESISTENCIA BACTERIANA A ESTOS FáRMACOS","BETTY SAN MARTIN NUÑEZ"
"ID15I10211","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","ENERGIA Y AGUAS","DESARROLLO DE UN ADSORBENTE HíBRIDO PARA LA REMOCIóN SELECTIVA DE ARSéNICO","BRUNO URBANO CANTILLANA"
"ID15I10234","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","MANUFACTURA","OBTENCIóN DE UN NANOREFUERZO A PARTIR DE UNA ARCILLA NATURAL PARA SU APLICACIóN EN REFORZAMIENTO DE COMPUESTOS DE CAUCHO","JUAN QUIJADA ABARCA"
"ID15I10235","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","INFRAESTRUCTURA","DESARROLLO Y DISEñO DE MEZCLAS ASFáLTICAS DE MAYOR EFICIENCIA ENERGéTICA Y BAJO IMPACTO AMBIENTAL","GONZALO VALDES VIDAL"
"ID15I10247","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","ENERGIA Y AGUAS","DESARROLLO DE CATALIZADORES DE BAJO COSTO A PARTIR DE RESIDUOS INDUSTRIALES PARA LA PRODUCCIóN DE GA S NATURAL SINTéTICO,SNG.","XIMENA GARCIA CARMONA"
